Fecha,Categoría,Región,Cliente,Ventas,Cantidad,Descuento,Subcategoría
2036-03-10,Bebidas,Sucursal Este,Mayorista,1491,15,5,Refrescos
2034-06-08,Panadería,Sucursal Sur,Cliente Frecuente,1731,38,20,Pan
2029-01-18,Carnes,Sucursal Oeste,Mayorista,4124,15,20,Cerdo
2024-06-11,Lácteos,Sucursal Centro,Corporativo,2008,31,5,Leche
2022-12-28,Lácteos,Sucursal Sur,Cliente Ocasional,2864,9,0,Yogurt
2025-01-10,Alimentos,Sucursal Centro,Cliente Ocasional,3266,38,15,Enlatados
2034-09-20,Lácteos,Sucursal Sur,Cliente Ocasional,4417,31,10,Leche
2028-03-20,Bebidas,Sucursal Norte,Mayorista,3189,11,10,Café
2025-11-28,Lácteos,Sucursal Este,Cliente Frecuente,757,17,10,Yogurt
2028-10-26,Carnes,Sucursal Oeste,Cliente Frecuente,2279,2,0,Cerdo
2030-06-06,Lácteos,Sucursal Norte,Corporativo,2541,41,15,Quesos
2032-10-15,Carnes,Sucursal Oeste,Cliente Ocasional,1396,2,15,Pescado
2027-07-04,Limpieza,Sucursal Este,Cliente Frecuente,1706,25,20,Desinfectantes
2032-01-04,Carnes,Sucursal Sur,Corporativo,3067,31,5,Cerdo
2024-04-25,Panadería,Sucursal Norte,Cliente Ocasional,158,47,10,Pan
2028-04-08,Bebidas,Sucursal Sur,Mayorista,2447,47,10,Té
2032-09-23,Alimentos,Sucursal Centro,Corporativo,551,43,5,Enlatados
2032-10-12,Limpieza,Sucursal Norte,Mayorista,1727,29,5,Esponjas
2030-10-06,Carnes,Sucursal Este,Cliente Ocasional,378,16,15,Cerdo
2025-02-02,Panadería,Sucursal Sur,Mayorista,1714,6,0,Galletas
2026-07-21,Lácteos,Sucursal Este,Corporativo,1326,9,10,Quesos
2029-04-08,Lácteos,Sucursal Centro,Mayorista,2269,25,20,Leche
2028-01-23,Alimentos,Sucursal Sur,Cliente Frecuente,3010,28,5,Enlatados
2035-07-19,Bebidas,Sucursal Este,Cliente Frecuente,2351,32,10,Café
2026-11-30,Bebidas,Sucursal Centro,Cliente Frecuente,1494,5,10,Café
2037-05-15,Limpieza,Sucursal Centro,Cliente Ocasional,1142,11,5,Detergentes
2025-06-02,Carnes,Sucursal Sur,Corporativo,905,38,20,Res
2037-06-17,Carnes,Sucursal Este,Cliente Ocasional,3330,9,10,Pescado
2034-08-16,Bebidas,Sucursal Norte,Cliente Ocasional,216,39,20,Té
2035-07-27,Bebidas,Sucursal Norte,Cliente Ocasional,185,29,0,Jugos
2030-04-23,Bebidas,Sucursal Centro,Corporativo,1085,35,20,Café
2034-03-21,Limpieza,Sucursal Oeste,Cliente Ocasional,2753,22,20,Esponjas
2031-01-24,Alimentos,Sucursal Centro,Cliente Ocasional,3091,28,5,Frescos
2023-11-04,Limpieza,Sucursal Este,Cliente Ocasional,3293,2,20,Desinfectantes
2033-02-02,Alimentos,Sucursal Oeste,Mayorista,167,37,0,Congelados
2030-03-19,Limpieza,Sucursal Sur,Mayorista,1023,3,0,Detergentes
2028-08-22,Lácteos,Sucursal Este,Cliente Ocasional,147,38,20,Yogurt
2025-08-05,Alimentos,Sucursal Oeste,Mayorista,3478,4,5,Enlatados
2031-07-19,Bebidas,Sucursal Sur,Corporativo,362,23,0,Té
2035-04-30,Limpieza,Sucursal Oeste,Mayorista,919,23,15,Desinfectantes
2026-10-26,Bebidas,Sucursal Este,Corporativo,1003,34,5,Jugos
2036-08-28,Carnes,Sucursal Centro,Cliente Frecuente,2903,4,20,Res
2036-08-14,Alimentos,Sucursal Sur,Mayorista,2251,47,20,Congelados
2036-09-11,Bebidas,Sucursal Norte,Cliente Ocasional,3830,14,20,Café
2027-02-15,Bebidas,Sucursal Sur,Corporativo,878,3,20,Jugos
2035-08-17,Alimentos,Sucursal Sur,Cliente Frecuente,3752,34,5,Frescos
2030-09-14,Panadería,Sucursal Sur,Cliente Ocasional,2756,28,10,Pan
2026-10-22,Lácteos,Sucursal Oeste,Mayorista,4729,33,5,Quesos
2027-11-30,Carnes,Sucursal Centro,Mayorista,2083,4,15,Pescado
2026-04-07,Alimentos,Sucursal Oeste,Mayorista,1853,44,20,Enlatados
2033-08-25,Lácteos,Sucursal Centro,Cliente Ocasional,4017,38,5,Quesos
2029-07-10,Bebidas,Sucursal Este,Corporativo,581,5,0,Jugos
2033-05-29,Bebidas,Sucursal Este,Mayorista,2971,8,0,Refrescos
2026-10-27,Carnes,Sucursal Este,Mayorista,2665,29,0,Pescado
2031-06-26,Limpieza,Sucursal Centro,Corporativo,4508,34,15,Esponjas
2030-12-06,Panadería,Sucursal Norte,Mayorista,4098,13,20,Pasteles
2033-11-23,Lácteos,Sucursal Sur,Corporativo,3310,15,20,Yogurt
2031-01-09,Limpieza,Sucursal Sur,Mayorista,3193,9,0,Desinfectantes
2031-04-17,Lácteos,Sucursal Este,Corporativo,1364,13,5,Yogurt
2022-01-17,Limpieza,Sucursal Este,Cliente Ocasional,4591,35,0,Detergentes
2037-04-26,Panadería,Sucursal Este,Cliente Frecuente,1499,33,5,Pasteles
2030-01-24,Bebidas,Sucursal Centro,Corporativo,1132,3,15,Jugos
2036-05-22,Carnes,Sucursal Norte,Mayorista,731,4,10,Res
2028-05-30,Alimentos,Sucursal Sur,Cliente Ocasional,3640,37,15,Congelados
2032-07-06,Carnes,Sucursal Centro,Corporativo,2035,2,10,Pollo
2035-08-17,Limpieza,Sucursal Este,Mayorista,931,19,0,Esponjas
2022-07-11,Bebidas,Sucursal Sur,Mayorista,3079,26,20,Refrescos
2030-01-15,Alimentos,Sucursal Sur,Corporativo,3375,38,20,Congelados
2031-07-09,Alimentos,Sucursal Oeste,Mayorista,3703,47,10,Frescos
2025-05-20,Alimentos,Sucursal Oeste,Cliente Frecuente,4627,27,15,Congelados
2035-07-05,Alimentos,Sucursal Este,Corporativo,117,17,0,Congelados
2022-04-24,Alimentos,Sucursal Norte,Cliente Frecuente,1745,18,20,Enlatados
2028-09-12,Lácteos,Sucursal Centro,Corporativo,3282,36,0,Yogurt
2022-03-31,Lácteos,Sucursal Oeste,Corporativo,1860,46,20,Quesos
2029-03-10,Bebidas,Sucursal Oeste,Corporativo,2215,5,0,Jugos
2036-10-11,Bebidas,Sucursal Oeste,Cliente Ocasional,2647,28,20,Jugos
2033-01-11,Bebidas,Sucursal Norte,Cliente Ocasional,359,25,20,Café
2034-09-11,Carnes,Sucursal Oeste,Corporativo,446,11,10,Pescado
2035-06-06,Carnes,Sucursal Centro,Mayorista,2151,24,20,Pescado
2030-06-20,Limpieza,Sucursal Sur,Cliente Frecuente,4388,22,10,Desinfectantes
2038-02-06,Alimentos,Sucursal Este,Mayorista,2868,30,0,Enlatados
2034-11-17,Alimentos,Sucursal Este,Corporativo,1018,44,10,Frescos
2033-02-15,Lácteos,Sucursal Este,Corporativo,1947,20,15,Yogurt
2029-08-27,Alimentos,Sucursal Este,Cliente Ocasional,467,21,5,Enlatados
2029-02-12,Lácteos,Sucursal Este,Mayorista,1268,17,0,Quesos
2022-10-09,Bebidas,Sucursal Sur,Cliente Ocasional,1622,34,10,Café
2023-11-19,Carnes,Sucursal Este,Cliente Frecuente,1330,7,5,Pescado
2027-04-07,Carnes,Sucursal Este,Corporativo,2513,49,5,Pescado
2027-03-04,Limpieza,Sucursal Norte,Cliente Frecuente,2278,14,5,Detergentes
2036-10-31,Lácteos,Sucursal Norte,Corporativo,4893,8,10,Quesos
2025-06-11,Panadería,Sucursal Centro,Corporativo,2976,48,0,Pasteles
2025-01-05,Limpieza,Sucursal Este,Cliente Frecuente,4222,16,10,Esponjas
2029-12-27,Lácteos,Sucursal Este,Cliente Ocasional,2475,14,10,Quesos
2029-07-14,Lácteos,Sucursal Oeste,Cliente Ocasional,4788,47,20,Quesos
2025-05-06,Panadería,Sucursal Este,Cliente Ocasional,4267,27,10,Galletas
2026-01-14,Lácteos,Sucursal Centro,Mayorista,3393,33,5,Quesos
2029-08-10,Bebidas,Sucursal Centro,Mayorista,2532,33,5,Café
2022-08-20,Panadería,Sucursal Norte,Mayorista,3564,24,10,Galletas
2025-11-26,Bebidas,Sucursal Norte,Corporativo,248,3,0,Té
2024-07-04,Panadería,Sucursal Centro,Cliente Frecuente,2506,47,10,Pan
2035-01-18,Panadería,Sucursal Sur,Cliente Ocasional,3577,1,20,Pasteles
2030-12-18,Carnes,Sucursal Este,Cliente Frecuente,1028,39,5,Cerdo
2029-10-09,Limpieza,Sucursal Centro,Corporativo,2400,40,5,Esponjas
2025-08-19,Bebidas,Sucursal Centro,Cliente Ocasional,960,31,5,Jugos
2030-07-19,Bebidas,Sucursal Norte,Mayorista,942,25,10,Té
2037-01-19,Lácteos,Sucursal Oeste,Cliente Frecuente,1588,18,5,Quesos
2029-01-01,Lácteos,Sucursal Centro,Corporativo,3778,34,10,Leche
2037-05-18,Limpieza,Sucursal Norte,Cliente Frecuente,1512,26,20,Desinfectantes
2028-10-03,Bebidas,Sucursal Centro,Mayorista,2104,46,5,Refrescos
2032-12-21,Limpieza,Sucursal Este,Mayorista,1172,44,5,Detergentes
2024-07-11,Panadería,Sucursal Oeste,Cliente Frecuente,345,32,15,Pan
2035-04-04,Alimentos,Sucursal Centro,Mayorista,189,21,20,Frescos
2028-07-23,Lácteos,Sucursal Oeste,Cliente Ocasional,1961,27,5,Quesos
2031-01-20,Carnes,Sucursal Norte,Corporativo,704,35,20,Cerdo
2037-09-25,Lácteos,Sucursal Este,Mayorista,857,7,0,Quesos
2030-08-10,Panadería,Sucursal Norte,Cliente Ocasional,4151,35,0,Pasteles
2033-07-03,Limpieza,Sucursal Oeste,Cliente Ocasional,363,19,5,Detergentes
2034-07-28,Lácteos,Sucursal Sur,Cliente Frecuente,2752,26,10,Leche
2037-08-13,Alimentos,Sucursal Norte,Cliente Frecuente,694,24,15,Enlatados
2032-01-14,Carnes,Sucursal Este,Cliente Frecuente,881,45,0,Pollo
2035-01-09,Alimentos,Sucursal Este,Cliente Ocasional,1971,45,5,Frescos
2037-05-15,Bebidas,Sucursal Este,Cliente Frecuente,4435,20,5,Jugos
2024-03-05,Carnes,Sucursal Norte,Mayorista,4747,36,5,Cerdo
2032-11-07,Carnes,Sucursal Oeste,Cliente Ocasional,4315,33,20,Pollo
2022-10-23,Panadería,Sucursal Este,Cliente Frecuente,3153,43,5,Pasteles
2032-08-28,Bebidas,Sucursal Sur,Cliente Ocasional,2994,5,20,Té
2023-12-21,Alimentos,Sucursal Sur,Mayorista,4172,11,15,Enlatados
2034-01-09,Bebidas,Sucursal Oeste,Cliente Frecuente,643,27,20,Café
2027-12-15,Carnes,Sucursal Norte,Cliente Frecuente,2019,11,0,Pollo
2033-12-09,Bebidas,Sucursal Oeste,Mayorista,3823,23,20,Jugos
2027-08-09,Alimentos,Sucursal Centro,Cliente Frecuente,3477,7,10,Enlatados
2029-07-31,Bebidas,Sucursal Oeste,Cliente Ocasional,1549,48,20,Té
2025-07-06,Limpieza,Sucursal Este,Mayorista,4593,36,10,Esponjas
2029-11-11,Panadería,Sucursal Centro,Cliente Ocasional,4094,30,15,Galletas
2022-06-30,Bebidas,Sucursal Este,Mayorista,1971,11,5,Té
2029-09-20,Limpieza,Sucursal Centro,Mayorista,3124,48,15,Detergentes
2031-03-22,Bebidas,Sucursal Sur,Cliente Frecuente,1536,11,20,Refrescos
2032-08-31,Lácteos,Sucursal Este,Cliente Frecuente,3235,47,15,Quesos
2029-11-20,Lácteos,Sucursal Este,Cliente Frecuente,3694,42,15,Yogurt
2036-07-31,Lácteos,Sucursal Norte,Cliente Ocasional,3508,20,15,Leche
2033-10-05,Carnes,Sucursal Este,Corporativo,3181,35,0,Res
2027-09-04,Carnes,Sucursal Centro,Cliente Ocasional,3872,11,5,Res
2028-07-06,Alimentos,Sucursal Oeste,Corporativo,2373,28,20,Congelados
2022-02-02,Alimentos,Sucursal Este,Cliente Ocasional,4079,30,15,Enlatados
2033-01-13,Carnes,Sucursal Este,Cliente Ocasional,2870,18,5,Cerdo
2023-05-24,Limpieza,Sucursal Norte,Mayorista,3460,26,20,Esponjas
2023-03-11,Alimentos,Sucursal Centro,Corporativo,1225,31,5,Congelados
2026-07-06,Alimentos,Sucursal Este,Corporativo,3557,13,15,Congelados
2028-02-06,Limpieza,Sucursal Sur,Mayorista,4757,48,20,Esponjas
2028-10-19,Bebidas,Sucursal Norte,Cliente Ocasional,3544,40,5,Té
2026-07-08,Limpieza,Sucursal Norte,Cliente Ocasional,828,27,20,Esponjas
2032-01-05,Limpieza,Sucursal Centro,Corporativo,3497,39,20,Desinfectantes
2030-05-31,Carnes,Sucursal Sur,Cliente Frecuente,3637,8,5,Pescado
2033-10-31,Limpieza,Sucursal Oeste,Corporativo,3299,18,5,Esponjas
2036-02-07,Carnes,Sucursal Sur,Mayorista,1532,20,0,Cerdo
2032-07-27,Limpieza,Sucursal Centro,Corporativo,2829,14,20,Esponjas
2030-06-23,Limpieza,Sucursal Oeste,Mayorista,520,26,10,Desinfectantes
2029-01-22,Carnes,Sucursal Oeste,Cliente Ocasional,747,45,10,Pollo
2030-07-30,Alimentos,Sucursal Centro,Cliente Frecuente,2888,45,20,Frescos
2027-11-30,Panadería,Sucursal Oeste,Mayorista,2349,38,15,Pasteles
2023-03-20,Panadería,Sucursal Este,Corporativo,2355,35,15,Galletas
2034-12-15,Panadería,Sucursal Oeste,Cliente Frecuente,3089,48,5,Pasteles
2035-09-26,Carnes,Sucursal Norte,Mayorista,3450,18,5,Res
2036-05-03,Bebidas,Sucursal Este,Corporativo,3053,29,15,Refrescos
2028-01-11,Lácteos,Sucursal Sur,Cliente Frecuente,2040,4,15,Leche
2022-05-07,Limpieza,Sucursal Norte,Cliente Ocasional,2855,23,5,Desinfectantes
2029-01-10,Alimentos,Sucursal Este,Corporativo,792,27,15,Frescos
2027-07-17,Lácteos,Sucursal Oeste,Corporativo,2164,17,0,Leche
2028-06-17,Alimentos,Sucursal Norte,Mayorista,4053,38,5,Frescos
2024-10-04,Carnes,Sucursal Norte,Cliente Frecuente,2715,15,20,Pescado
2026-03-05,Lácteos,Sucursal Oeste,Cliente Frecuente,3615,34,20,Quesos
2022-04-04,Bebidas,Sucursal Norte,Cliente Frecuente,3539,43,20,Té
2037-06-13,Carnes,Sucursal Sur,Mayorista,980,25,5,Cerdo
2031-08-29,Panadería,Sucursal Sur,Cliente Frecuente,1008,6,5,Galletas
2031-09-27,Lácteos,Sucursal Oeste,Corporativo,2696,37,10,Quesos
2034-04-24,Limpieza,Sucursal Norte,Cliente Ocasional,1666,21,15,Desinfectantes
2034-10-24,Limpieza,Sucursal Centro,Cliente Ocasional,879,36,0,Desinfectantes
2032-12-25,Bebidas,Sucursal Centro,Corporativo,3053,37,15,Café
2022-07-11,Carnes,Sucursal Centro,Cliente Frecuente,3296,36,20,Cerdo
2023-02-18,Carnes,Sucursal Oeste,Mayorista,1458,22,15,Pollo
2025-06-12,Alimentos,Sucursal Centro,Cliente Ocasional,813,29,10,Enlatados
2026-04-01,Limpieza,Sucursal Oeste,Cliente Frecuente,3529,32,10,Esponjas
2031-02-14,Bebidas,Sucursal Este,Cliente Ocasional,4435,8,10,Refrescos
2028-07-16,Panadería,Sucursal Centro,Cliente Ocasional,1540,40,20,Galletas
2023-06-30,Panadería,Sucursal Este,Corporativo,3042,10,20,Pan
2035-04-24,Carnes,Sucursal Oeste,Corporativo,4735,14,20,Pescado
2032-06-12,Limpieza,Sucursal Oeste,Cliente Ocasional,3274,9,0,Desinfectantes
2036-10-24,Alimentos,Sucursal Centro,Cliente Ocasional,2857,16,20,Enlatados
2022-09-26,Bebidas,Sucursal Oeste,Corporativo,2912,44,15,Jugos
2024-05-24,Limpieza,Sucursal Este,Cliente Ocasional,3680,31,15,Esponjas
2023-06-23,Alimentos,Sucursal Norte,Mayorista,1890,42,15,Enlatados
2023-04-01,Carnes,Sucursal Norte,Corporativo,1171,3,5,Pollo
2024-07-25,Bebidas,Sucursal Centro,Cliente Frecuente,2136,27,20,Refrescos
2032-08-17,Carnes,Sucursal Norte,Corporativo,3781,3,20,Res
2024-07-13,Lácteos,Sucursal Oeste,Cliente Ocasional,562,7,5,Yogurt
2028-04-20,Panadería,Sucursal Sur,Corporativo,3652,35,10,Galletas
2032-03-16,Limpieza,Sucursal Oeste,Corporativo,1973,1,15,Esponjas
2025-06-12,Alimentos,Sucursal Sur,Corporativo,4198,6,0,Congelados
2022-06-30,Bebidas,Sucursal Sur,Cliente Frecuente,753,8,15,Jugos
2035-11-09,Limpieza,Sucursal Este,Corporativo,456,26,10,Desinfectantes
2031-10-02,Limpieza,Sucursal Centro,Mayorista,1302,44,20,Desinfectantes
2023-12-15,Limpieza,Sucursal Este,Cliente Ocasional,2541,2,5,Detergentes
2038-03-19,Lácteos,Sucursal Oeste,Cliente Frecuente,4766,14,5,Quesos
2038-01-02,Lácteos,Sucursal Sur,Mayorista,2166,21,20,Quesos
2033-03-28,Limpieza,Sucursal Este,Mayorista,4336,42,10,Detergentes
2026-11-28,Bebidas,Sucursal Norte,Cliente Ocasional,269,17,0,Café
2034-01-02,Carnes,Sucursal Oeste,Cliente Ocasional,1621,11,15,Cerdo
2037-03-13,Carnes,Sucursal Oeste,Cliente Ocasional,1340,11,5,Pollo
2025-01-23,Carnes,Sucursal Centro,Cliente Frecuente,3708,18,20,Pollo
2035-08-26,Carnes,Sucursal Oeste,Cliente Frecuente,4545,44,20,Cerdo
2024-02-28,Lácteos,Sucursal Oeste,Corporativo,1865,11,5,Leche
2028-03-05,Limpieza,Sucursal Centro,Mayorista,4132,6,20,Esponjas
2022-03-02,Carnes,Sucursal Sur,Cliente Ocasional,3923,15,5,Res
2032-08-02,Bebidas,Sucursal Norte,Corporativo,3097,24,20,Café
2026-10-31,Lácteos,Sucursal Oeste,Mayorista,76,32,10,Leche
2031-08-20,Carnes,Sucursal Centro,Corporativo,287,2,10,Pollo
2028-10-31,Limpieza,Sucursal Oeste,Cliente Frecuente,2325,17,5,Esponjas
2028-10-14,Carnes,Sucursal Oeste,Mayorista,184,19,0,Res
2036-12-04,Bebidas,Sucursal Oeste,Cliente Ocasional,335,49,10,Refrescos
2031-06-21,Lácteos,Sucursal Centro,Corporativo,4823,14,15,Quesos
2034-04-29,Lácteos,Sucursal Sur,Corporativo,4693,20,15,Quesos
2034-11-06,Limpieza,Sucursal Oeste,Mayorista,689,2,0,Desinfectantes
2031-03-11,Lácteos,Sucursal Norte,Cliente Frecuente,2518,18,15,Quesos
2026-05-22,Alimentos,Sucursal Este,Cliente Frecuente,3658,33,10,Frescos
2037-04-26,Lácteos,Sucursal Este,Cliente Ocasional,1417,9,15,Leche
2032-05-24,Panadería,Sucursal Norte,Cliente Frecuente,4538,32,0,Pan
2035-08-09,Lácteos,Sucursal Norte,Cliente Ocasional,3237,10,5,Quesos
2023-02-21,Panadería,Sucursal Oeste,Cliente Ocasional,1364,24,20,Pasteles
2034-03-13,Lácteos,Sucursal Oeste,Mayorista,4962,13,10,Leche
2029-10-27,Bebidas,Sucursal Este,Cliente Ocasional,1754,43,0,Refrescos
2025-02-20,Panadería,Sucursal Norte,Mayorista,2003,37,10,Pasteles
2035-02-05,Alimentos,Sucursal Norte,Mayorista,4462,6,20,Congelados
2028-12-08,Lácteos,Sucursal Centro,Mayorista,116,3,15,Quesos
2033-10-20,Bebidas,Sucursal Norte,Cliente Frecuente,4828,28,15,Café
2033-09-17,Lácteos,Sucursal Sur,Cliente Frecuente,1524,14,0,Leche
2026-04-08,Panadería,Sucursal Centro,Cliente Ocasional,4411,24,0,Pan
2028-02-19,Carnes,Sucursal Norte,Corporativo,2998,22,10,Res
2026-08-12,Bebidas,Sucursal Centro,Cliente Ocasional,2643,17,5,Té
2025-12-10,Panadería,Sucursal Sur,Cliente Frecuente,667,11,5,Pan
2028-08-09,Alimentos,Sucursal Sur,Cliente Ocasional,993,27,15,Enlatados
2027-09-12,Alimentos,Sucursal Sur,Mayorista,2511,39,5,Enlatados
2036-07-13,Lácteos,Sucursal Oeste,Corporativo,393,45,0,Quesos
2035-09-10,Bebidas,Sucursal Norte,Cliente Frecuente,3395,36,10,Jugos
2025-01-09,Limpieza,Sucursal Este,Corporativo,2557,23,20,Esponjas
2023-08-05,Bebidas,Sucursal Norte,Corporativo,3542,43,10,Refrescos
2030-03-09,Panadería,Sucursal Sur,Cliente Ocasional,217,42,10,Pan
2033-03-26,Panadería,Sucursal Oeste,Corporativo,761,35,0,Pan
2036-01-14,Alimentos,Sucursal Norte,Corporativo,53,8,0,Frescos
2026-07-15,Bebidas,Sucursal Centro,Cliente Ocasional,1942,17,20,Jugos
2027-08-03,Alimentos,Sucursal Este,Cliente Frecuente,1479,45,15,Congelados
2027-12-02,Carnes,Sucursal Norte,Cliente Frecuente,495,43,15,Cerdo
2036-05-24,Limpieza,Sucursal Norte,Cliente Frecuente,2752,6,0,Detergentes
2029-07-31,Bebidas,Sucursal Norte,Mayorista,4301,14,5,Té
2032-10-18,Limpieza,Sucursal Este,Corporativo,4465,40,10,Esponjas
2038-03-13,Limpieza,Sucursal Sur,Mayorista,1683,24,20,Detergentes
2035-02-04,Limpieza,Sucursal Centro,Corporativo,4393,34,0,Detergentes
2034-09-03,Bebidas,Sucursal Este,Cliente Frecuente,4207,32,10,Jugos
2026-11-25,Limpieza,Sucursal Sur,Corporativo,3617,9,10,Detergentes
2028-08-11,Limpieza,Sucursal Este,Cliente Ocasional,3703,23,0,Detergentes
2022-10-15,Bebidas,Sucursal Norte,Mayorista,3942,42,20,Té
2037-11-13,Limpieza,Sucursal Centro,Corporativo,1723,11,5,Detergentes
2025-12-09,Alimentos,Sucursal Este,Cliente Ocasional,4348,30,10,Congelados
2038-04-24,Limpieza,Sucursal Sur,Cliente Frecuente,4991,33,0,Desinfectantes
2024-04-01,Carnes,Sucursal Oeste,Mayorista,457,4,20,Res
2031-03-03,Lácteos,Sucursal Sur,Mayorista,2661,3,20,Yogurt
2022-02-04,Lácteos,Sucursal Centro,Mayorista,1083,25,15,Quesos
2037-12-25,Alimentos,Sucursal Centro,Cliente Frecuente,1579,5,10,Congelados
2033-04-11,Panadería,Sucursal Oeste,Cliente Frecuente,1637,46,20,Pasteles
2036-09-17,Bebidas,Sucursal Norte,Corporativo,4759,39,20,Jugos
2032-04-11,Bebidas,Sucursal Norte,Mayorista,433,10,10,Café
2026-11-25,Panadería,Sucursal Centro,Cliente Frecuente,740,40,5,Pan
2028-07-25,Limpieza,Sucursal Oeste,Mayorista,2569,40,0,Detergentes
2022-11-26,Bebidas,Sucursal Centro,Mayorista,4348,46,10,Jugos
2029-11-24,Limpieza,Sucursal Sur,Corporativo,2002,4,0,Esponjas
2025-11-07,Panadería,Sucursal Centro,Corporativo,469,30,20,Pan
2032-02-26,Lácteos,Sucursal Centro,Corporativo,2555,17,5,Yogurt
2024-02-02,Limpieza,Sucursal Norte,Corporativo,4468,49,20,Desinfectantes
2032-03-30,Alimentos,Sucursal Oeste,Corporativo,621,24,10,Congelados
2026-10-01,Panadería,Sucursal Oeste,Corporativo,3389,43,20,Galletas
2023-01-25,Panadería,Sucursal Norte,Corporativo,3681,5,10,Pan
2032-08-27,Alimentos,Sucursal Sur,Cliente Ocasional,3656,18,0,Enlatados
2033-10-23,Limpieza,Sucursal Sur,Cliente Frecuente,2430,24,5,Desinfectantes
2034-08-08,Panadería,Sucursal Sur,Mayorista,4347,25,15,Pan
2027-02-17,Lácteos,Sucursal Centro,Mayorista,4199,23,5,Quesos
2026-02-16,Panadería,Sucursal Oeste,Corporativo,4637,28,20,Pasteles
2030-02-17,Limpieza,Sucursal Centro,Corporativo,3998,18,5,Esponjas
2031-05-21,Panadería,Sucursal Sur,Cliente Ocasional,881,17,5,Pasteles
2031-12-04,Alimentos,Sucursal Este,Corporativo,2792,36,15,Enlatados
2037-04-03,Carnes,Sucursal Oeste,Mayorista,3973,19,5,Cerdo
2029-07-04,Carnes,Sucursal Oeste,Mayorista,493,27,0,Res
2032-09-04,Alimentos,Sucursal Norte,Corporativo,2079,43,5,Enlatados
2035-07-12,Carnes,Sucursal Oeste,Cliente Frecuente,2955,5,5,Pescado
2035-10-26,Carnes,Sucursal Centro,Corporativo,4894,42,5,Pollo
2035-09-25,Limpieza,Sucursal Norte,Mayorista,492,40,5,Desinfectantes
2037-01-16,Limpieza,Sucursal Norte,Corporativo,905,47,0,Detergentes
2024-05-12,Alimentos,Sucursal Sur,Mayorista,1351,20,5,Enlatados
2036-05-13,Alimentos,Sucursal Sur,Cliente Ocasional,2459,30,5,Frescos
2033-10-19,Panadería,Sucursal Norte,Mayorista,2259,48,10,Galletas
2037-03-06,Alimentos,Sucursal Este,Mayorista,3170,37,5,Frescos
2023-12-05,Alimentos,Sucursal Sur,Cliente Frecuente,4109,2,5,Enlatados
2026-02-03,Limpieza,Sucursal Este,Mayorista,4516,49,20,Detergentes
2036-02-15,Bebidas,Sucursal Norte,Mayorista,1614,41,15,Té
2037-05-06,Panadería,Sucursal Centro,Mayorista,1089,4,0,Pan
2027-12-10,Alimentos,Sucursal Oeste,Cliente Ocasional,4007,24,10,Frescos
2033-11-13,Limpieza,Sucursal Oeste,Cliente Frecuente,1901,20,5,Detergentes
2035-04-27,Alimentos,Sucursal Norte,Cliente Ocasional,4610,21,5,Congelados
2034-04-02,Panadería,Sucursal Norte,Cliente Frecuente,2816,27,10,Pasteles
2029-08-25,Panadería,Sucursal Centro,Cliente Frecuente,2250,4,20,Pan
2037-06-22,Panadería,Sucursal Centro,Cliente Ocasional,187,39,0,Pan
2023-09-15,Alimentos,Sucursal Norte,Cliente Ocasional,3935,1,0,Enlatados
2029-06-05,Alimentos,Sucursal Centro,Mayorista,2259,11,10,Frescos
2036-05-02,Lácteos,Sucursal Este,Mayorista,1624,37,0,Yogurt
2031-09-10,Panadería,Sucursal Oeste,Cliente Frecuente,2139,36,20,Galletas
2027-06-16,Lácteos,Sucursal Oeste,Cliente Frecuente,1543,37,15,Leche
2028-11-18,Bebidas,Sucursal Sur,Mayorista,2638,17,5,Café
2038-01-20,Lácteos,Sucursal Sur,Cliente Ocasional,4235,20,0,Leche
2027-02-05,Panadería,Sucursal Norte,Mayorista,4490,45,5,Pan
2027-07-21,Panadería,Sucursal Norte,Corporativo,1429,30,15,Pan
2023-11-09,Panadería,Sucursal Este,Mayorista,2251,11,5,Pan
2036-03-12,Panadería,Sucursal Oeste,Cliente Ocasional,4451,36,10,Pan
2022-03-24,Limpieza,Sucursal Este,Cliente Frecuente,3571,23,15,Desinfectantes
2028-05-30,Alimentos,Sucursal Norte,Cliente Ocasional,3020,7,20,Enlatados
2031-03-10,Carnes,Sucursal Centro,Cliente Ocasional,1875,47,15,Cerdo
2027-05-21,Limpieza,Sucursal Oeste,Cliente Frecuente,3903,18,0,Detergentes
2036-02-23,Alimentos,Sucursal Sur,Cliente Ocasional,1175,37,15,Enlatados
2028-04-21,Limpieza,Sucursal Norte,Mayorista,862,23,5,Desinfectantes
2037-06-12,Panadería,Sucursal Sur,Cliente Frecuente,1456,23,10,Galletas
2025-09-29,Bebidas,Sucursal Centro,Cliente Ocasional,1935,33,15,Té
2031-09-16,Alimentos,Sucursal Norte,Mayorista,935,22,15,Congelados
2033-01-22,Panadería,Sucursal Sur,Cliente Ocasional,4894,4,0,Galletas
2030-10-10,Alimentos,Sucursal Este,Cliente Ocasional,4223,27,20,Enlatados
2024-06-27,Alimentos,Sucursal Este,Cliente Ocasional,54,2,20,Congelados
2022-12-08,Carnes,Sucursal Oeste,Cliente Ocasional,939,42,0,Cerdo
2023-06-30,Bebidas,Sucursal Norte,Corporativo,1416,37,10,Refrescos
